,PageViewsNonEnglish,birthcity,birthyear,continentName,countryCode,countryCode3,countryName,domain,en_curid,gender,industry,latitude,longitude,name,occupation
5698,3123099,Newark,1943,North America,US,USA,United States,ARTS,277463,Male,FILM AND THEATRE,40.7,-74.2,Joe Pesci,ACTOR
5699,4963010,Baltimore,1976,North America,US,USA,United States,ARTS,277693,Female,FILM AND THEATRE,39.3,-76.6,Anna Faris,ACTOR
5700,67140,Berhampur,1894,Asia,IN,IND,India,INSTITUTIONS,277700,Male,GOVERNMENT,19.3,84.8,V. V. Giri,POLITICIAN
5701,10196575,"Finsbury Park, London",1973,Europe,GB,GBR,United Kingdom,ARTS,277721,Female,FILM AND THEATRE,51.6,-0.1,Kate Beckinsale,ACTOR
5702,4289612,Newport,1969,Europe,GB,GBR,United Kingdom,ARTS,277795,Male,FILM AND THEATRE,51.6,-3.0,Michael Sheen,ACTOR
5703,3110187,Brooklyn,1918,North America,US,USA,United States,ARTS,277952,Female,FILM AND THEATRE,40.6,-74.0,Rita Hayworth,ACTOR
5704,18838830,New York City,1965,North America,US,USA,United States,ARTS,278119,Male,FILM AND THEATRE,40.7,-74.0,Charlie Sheen,ACTOR
5705,266590,Esbjerg,1943,Europe,DK,DNK,Denmark,INSTITUTIONS,279240,Male,GOVERNMENT,55.5,8.5,Poul Nyrup Rasmussen,POLITICIAN
5706,1610672,Manila,1933,Asia,PH,PHL,Philippines,INSTITUTIONS,279605,Female,GOVERNMENT,14.6,121.0,Corazon Aquino,POLITICIAN
5707,280355,"Concepcion, Tarlac",1932,Asia,PH,PHL,Philippines,INSTITUTIONS,279620,Male,GOVERNMENT,15.3,120.7,"Benigno Aquino, Jr.",POLITICIAN
5708,735999,"Tondo, Manila",1937,Asia,PH,PHL,Philippines,INSTITUTIONS,279629,Male,GOVERNMENT,14.6,121.0,Joseph Estrada,POLITICIAN
5709,861838,Manila,1960,Asia,PH,PHL,Philippines,INSTITUTIONS,279641,Male,GOVERNMENT,14.6,121.0,"""Benigno """"Noynoy"""" Aquino III""",POLITICIAN
5710,427705,Castle Tilly,1559,Europe,BE,BEL,Belgium,INSTITUTIONS,279660,Male,MILITARY,50.6,4.5,"Johan t'Serclaes, Count of Tilly",MILITARY PERSONNEL
5711,572847,Kavala,1789,Europe,GR,GRC,Greece,INSTITUTIONS,279898,Male,GOVERNMENT,40.9,24.4,Ibrahim Pasha of Egypt,POLITICIAN
5712,4151259,Belfast,1952,Europe,GB,GBR,United Kingdom,ARTS,280636,Male,MUSIC,54.6,-5.9,Gary Moore,MUSICIAN
5713,207035, Ångermanland,1926,Europe,SE,SWE,Sweden,INSTITUTIONS,280700,Male,GOVERNMENT,63.3,18.7,Thorbjörn Fälldin,POLITICIAN
5714,1200421,Cape Elizabeth,1894,North America,US,USA,United States,ARTS,280738,Male,FILM AND THEATRE,43.6,-70.2,John Ford,FILM DIRECTOR
5715,330618,Ransäter,1901,Europe,SE,SWE,Sweden,INSTITUTIONS,280741,Male,GOVERNMENT,59.8,13.5,Tage Erlander,POLITICIAN
5716,1081221,Luméville-en-Ornois,1902,Europe,FR,FRA,France,HUMANITIES,280925,Male,HISTORY,48.5,5.4,Fernand Braudel,HISTORIAN
5717,974557,Metuchen,1956,North America,US,USA,United States,PUBLIC FIGURE,281146,Male,MEDIA PERSONALITY,40.5,-74.4,David Copperfield,MAGICIAN
5718,1452857,Chennai,1969,Asia,IN,IND,India,SPORTS,281337,Male,INDIVIDUAL SPORTS,13.1,80.3,Viswanathan Anand,CHESSMASTER
5719,180647,Holbeach,1872,Europe,GB,GBR,United Kingdom,INSTITUTIONS,282347,Male,GOVERNMENT,52.8,0.0,Norman Angell,POLITICIAN
5720,1394206,Bernkastel-Kues,1401,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,282522,Male,MATH,49.9,7.1,Nicholas of Cusa,MATHEMATICIAN
5721,2741591,Orinoca,1959,South America,BO,BOL,Bolivia,INSTITUTIONS,284163,Male,GOVERNMENT,-19.0,-67.3,Evo Morales,POLITICIAN
5722,1560990,Rostock,1973,Europe,DE,DEU,Germany,SPORTS,284337,Male,INDIVIDUAL SPORTS,54.1,12.1,Jan Ullrich,CYCLIST
5723,478504,Charlotte,1938,North America,US,USA,United States,SPORTS,284356,Male,TEAM SPORTS,35.2,-80.8,Oscar Robertson,BASKETBALL PLAYER
5724,686953,Anaheim,1909,North America,US,USA,United States,SCIENCE & TECHNOLOGY,284527,Male,INVENTION,33.8,-117.9,Leo Fender,INVENTOR
5726,1123398,Yffiniac,1954,Europe,FR,FRA,France,SPORTS,284767,Male,INDIVIDUAL SPORTS,48.5,-2.7,Bernard Hinault,CYCLIST
5727,3523781,Brooklyn,1928,North America,US,USA,United States,HUMANITIES,284848,Male,LANGUAGE,40.6,-74.0,Maurice Sendak,WRITER
5728,1158055,Havana,1932,North America,CU,CUB,Cuba,PUBLIC FIGURE,285012,Male,ACTIVISM,23.1,-82.3,Camilo Cienfuegos,SOCIAL ACTIVIST
5729,1063084,Transylvania,1407,Europe,HU,HUN,Hungary,INSTITUTIONS,285013,Male,GOVERNMENT,46.7667,23.5833,John Hunyadi,POLITICIAN
5730,2693055,Chicago,1963,North America,US,USA,United States,ARTS,285187,Female,FILM AND THEATRE,41.9,-87.6,Jennifer Beals,ACTOR
5731,1020966,Le Havre,1901,Europe,FR,FRA,France,ARTS,285438,Male,FINE ARTS,49.5,0.1,Jean Dubuffet,PAINTER
5732,124862,Kitwe,1943,Africa,ZM,ZMB,Zambia,INSTITUTIONS,285508,Male,GOVERNMENT,-12.8,28.2,Frederick Chiluba,POLITICIAN
5733,432705,Prague,1289,Europe,CZ,CZE,Czech Republic,INSTITUTIONS,285723,Male,GOVERNMENT,50.1,14.4,Wenceslaus III of Bohemia,POLITICIAN
5734,617530,Santiago,1942,South America,CL,CHL,Chile,INSTITUTIONS,285834,Male,GOVERNMENT,-33.5,-70.6,Eduardo Frei Ruiz-Tagle,POLITICIAN
5735,230138,Mufulira,1948,Africa,ZM,ZMB,Zambia,INSTITUTIONS,286095,Male,GOVERNMENT,-12.6,28.2,Levy Mwanawasa,POLITICIAN
5737,193003,Singapore,1941,Asia,SG,SGP,Singapore,INSTITUTIONS,286844,Male,GOVERNMENT,1.3,103.9,Goh Chok Tong,POLITICIAN
5738,952270,Iraia,1933,Europe,GR,GRC,Greece,ARTS,287007,Male,FILM AND THEATRE,37.6,21.9,Costa-Gavras,FILM DIRECTOR
5739,832858,Paris,1613,Europe,FR,FRA,France,HUMANITIES,287047,Male,LANGUAGE,48.9,2.4,François de La Rochefoucauld,WRITER
5740,241105,Bochum,1927,Europe,DE,DEU,Germany,SCIENCE & TECHNOLOGY,287077,Male,NATURAL SCIENCES,51.5,7.2,Manfred Eigen,CHEMIST
5741,761624,Paris,1634,Europe,FR,FRA,France,HUMANITIES,287097,Female,LANGUAGE,48.9,2.4,"Marie-Madeleine Pioche de la Vergne, comtesse de la Fayette",WRITER
5742,316133,Clara,1960,Europe,IE,IRL,Ireland,INSTITUTIONS,287161,Male,GOVERNMENT,53.3,-7.6,Brian Cowen,POLITICIAN
5743,2403995,Ghent,1979,North America,US,USA,United States,ARTS,287316,Female,FILM AND THEATRE,42.3,-73.6,Kristanna Loken,ACTOR
5744,576346,Tokyo,1906,Asia,JP,JPN,Japan,SCIENCE & TECHNOLOGY,287410,Male,NATURAL SCIENCES,35.7,139.7,Sin-Itiro Tomonaga,PHYSICIST
5745,217248,Clinton,1845,North America,US,USA,United States,INSTITUTIONS,287468,Male,GOVERNMENT,38.8,-76.9,Elihu Root,POLITICIAN
5746,2407060,Epsom,1947,Europe,GB,GBR,United Kingdom,SPORTS,287740,Male,INDIVIDUAL SPORTS,51.3,-0.3,James Hunt,RACECAR DRIVER
5747,1174167,Châteldon,1883,Europe,FR,FRA,France,INSTITUTIONS,287859,Male,GOVERNMENT,46.0,3.5,Pierre Laval,POLITICIAN
5748,361297,Saint Petersburg,1872,Europe,RU,RUS,Russia,INSTITUTIONS,287916,Female,GOVERNMENT,59.9,30.3,Alexandra Kollontai,DIPLOMAT
5750,486020,St. Louis,1928,North America,US,USA,United States,HUMANITIES,288140,Female,LANGUAGE,38.6,-90.2,Maya Angelou,WRITER
5751,656063,Vancouver,1970,North America,CA,CAN,Canada,ARTS,288335,Male,FILM AND THEATRE,49.3,-123.1,Michael Shanks,ACTOR
5752,144699,Munshiganj District,1931,Asia,BD,BGD,Bangladesh,INSTITUTIONS,288508,Male,GOVERNMENT,23.5,90.3,Iajuddin Ahmed,POLITICIAN
5753,365549,Vienna,1945,Europe,AT,AUT,Austria,INSTITUTIONS,289453,Male,GOVERNMENT,48.2,16.4,Wolfgang Schüssel,POLITICIAN
5754,489018,Ziniaré,1951,Africa,BF,BFA,Burkina Faso,INSTITUTIONS,289470,Male,GOVERNMENT,12.6,-1.3,Blaise Compaoré,POLITICIAN
5756,276809,Iași,1912,Europe,RO,ROU,Romania,SCIENCE & TECHNOLOGY,289950,Male,MEDICINE,47.2,27.6,George Emil Palade,PHYSICIAN
5758,1415546,Lee's Summit,1954,North America,US,USA,United States,ARTS,289997,Male,MUSIC,38.9,-94.4,Pat Metheny,MUSICIAN
5759,633209,Chicago,1918,North America,US,USA,United States,PUBLIC FIGURE,290192,Female,ACTIVISM,41.9,-87.6,Betty Ford,SOCIAL ACTIVIST
5760,545617,Saintes,1738,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,290532,Male,MEDICINE,45.7,-0.6,Joseph-Ignace Guillotin,PHYSICIAN
5761,1343606,Barcelona,1946,Europe,ES,ESP,Spain,ARTS,290553,Male,MUSIC,41.4,2.2,José Carreras,SINGER
5763,1401054,Lausanne,1904,Europe,CH,CHE,Switzerland,HUMANITIES,290850,Male,LANGUAGE,46.5,6.6,Alejo Carpentier,WRITER
5764,541273,Copenhagen,1969,Europe,DK,DNK,Denmark,INSTITUTIONS,290851,Male,GOVERNMENT,55.7,12.6,Prince Joachim of Denmark,NOBLEMAN
5765,111568,Hashtnagar,1890,Asia,PK,PAK,Pakistan,PUBLIC FIGURE,291112,Male,ACTIVISM,34.0,71.6,Khan Abdul Ghaffar Khan,SOCIAL ACTIVIST
5766,2623247,Madrid,1580,Europe,ES,ESP,Spain,HUMANITIES,291311,Male,LANGUAGE,40.4,-3.7,Francisco de Quevedo,WRITER
5767,5553108,London,1986,Europe,GB,GBR,United Kingdom,ARTS,291520,Female,FILM AND THEATRE,51.5,-0.1,Mischa Barton,ACTOR
5768,483087,Tepelenë,1740,Europe,AL,ALB,Albania,INSTITUTIONS,291593,Male,GOVERNMENT,40.3,20.0,Ali Pasha,POLITICIAN
5769,2686753,Osaka,1899,Asia,JP,JPN,Japan,HUMANITIES,291698,Male,LANGUAGE,34.7,135.5,Yasunari Kawabata,WRITER
5770,560094,Ujjain,350,Asia,IN,IND,India,HUMANITIES,291884,Male,LANGUAGE,23.2,75.8,Kālidāsa,WRITER
5771,1321404,Paris,1839,Europe,FR,FRA,France,ARTS,291939,Male,FINE ARTS,48.9,2.4,Alfred Sisley,ARTIST
5772,1843389,Polignano a Mare,1928,Europe,IT,ITA,Italy,ARTS,291984,Male,MUSIC,41.0,17.2,Domenico Modugno,SINGER
5773,654256,Istanbul,1868,Asia,TR,TUR,Turkey,INSTITUTIONS,292086,Male,GOVERNMENT,41.0,29.0,Abdülmecid II,POLITICIAN
5774,629079,Parsippany-Troy Hills,1968,North America,US,USA,United States,ARTS,292193,Female,FILM AND THEATRE,40.9,-74.4,Jane Krakowski,ACTOR
5775,3203256,Munich,1978,Europe,DE,DEU,Germany,PUBLIC FIGURE,292202,Female,MEDIA PERSONALITY,48.1,11.6,Briana Banks,PORNOGRAPHIC ACTOR
5776,2076787,Subiaco,1927,Europe,IT,ITA,Italy,ARTS,292315,Female,FILM AND THEATRE,41.9,13.1,Gina Lollobrigida,ACTOR
5777,227117,Helsinki,1832,Europe,FI,FIN,Finland,EXPLORATION,292321,Male,EXPLORERS,60.2,24.9,Adolf Erik Nordenskiöld,EXPLORER
5778,924401,Liège,1822,Europe,BE,BEL,Belgium,ARTS,292471,Male,MUSIC,50.6,5.6,César Franck,COMPOSER
5779,2987601,Monaco,1957,Europe,MC,MCO,Monaco,INSTITUTIONS,292511,Female,GOVERNMENT,43.7,7.4,"Caroline, Princess of Hanover",NOBLEMAN
5780,3039934,"Santurce, San Juan, Puerto Rico",1967,North America,PR,PRI,Puerto Rico,ARTS,292592,Male,FILM AND THEATRE,18.4,-66.0,Benicio del Toro,ACTOR
5781,173215,Paris,1626,Europe,FR,FRA,France,HUMANITIES,292702,Female,LANGUAGE,48.9,2.4,"Marie de Rabutin-Chantal, marquise de Sévigné",WRITER
5782,456260,Moscow,1885,Europe,RU,RUS,Russia,ARTS,293093,Male,DESIGN,55.8,37.6,Vladimir Tatlin,ARCHITECT
5783,681929,Utrecht,1883,Europe,NL,NLD,Netherlands,ARTS,293107,Male,FINE ARTS,52.1,5.1,Theo van Doesburg,ARTIST
5784,1539765,Bristol,1965,Europe,GB,GBR,United Kingdom,ARTS,293321,Male,FINE ARTS,51.5,-2.6,Damien Hirst,ARTIST
5785,754109,Pare-Pare,1936,Asia,ID,IDN,Indonesia,INSTITUTIONS,293377,Male,GOVERNMENT,-4.0,119.6,Jusuf Habibie,POLITICIAN
5786,478718,Ntungamo District,1944,Africa,UG,UGA,Uganda,INSTITUTIONS,293409,Male,GOVERNMENT,-1.0,30.3,Yoweri Museveni,POLITICIAN
5787,1336525,Long Island,1967,North America,US,USA,United States,ARTS,293595,Male,MUSIC,40.8,-73.1,Chuck Schuldiner,MUSICIAN
5789,1300116,Kansas City,1911,North America,US,USA,United States,ARTS,294006,Female,FILM AND THEATRE,39.1,-94.6,Jean Harlow,ACTOR
5790,1485135,Morąg,1744,Europe,PL,POL,Poland,HUMANITIES,294037,Male,PHILOSOPHY,53.9,19.9,Johann Gottfried Herder,PHILOSOPHER
5791,1259452,Pinsk,1932,Europe,BY,BLR,Belarus,HUMANITIES,294055,Male,LANGUAGE,52.1,26.1,Ryszard Kapuściński,WRITER
5792,702217,Melilla,1932,Europe,ES,ESP,Spain,HUMANITIES,294181,Male,LANGUAGE,35.3,-2.9,Fernando Arrabal,WRITER
5793,884512,West Dunbartonshire,1939,Europe,GB,GBR,United Kingdom,SPORTS,294240,Male,INDIVIDUAL SPORTS,56.0,-4.5,Jackie Stewart,RACECAR DRIVER
5794,7153752,Dallas,1968,North America,US,USA,United States,ARTS,294260,Male,FILM AND THEATRE,32.8,-96.8,Owen Wilson,ACTOR
5795,484221,Vienna,1885,Europe,AT,AUT,Austria,ARTS,294418,Male,FILM AND THEATRE,48.2,16.4,Erich von Stroheim,FILM DIRECTOR
5796,1074209,Antwerp,1599,Europe,BE,BEL,Belgium,ARTS,294462,Male,FINE ARTS,51.2,4.4,Anthony van Dyck,PAINTER
5797,493870,,-3500,Africa,EG,EGY,Egypt,INSTITUTIONS,294492,Female,RELIGION,26.8,30.8,Miriam,RELIGIOUS FIGURE
5798,1747664,Syracuse,283,Europe,IT,ITA,Italy,INSTITUTIONS,294501,Female,RELIGION,37.1,15.3,Saint Lucy,RELIGIOUS FIGURE
5799,994853,Spangler,1958,North America,US,USA,United States,ARTS,294851,Male,FILM AND THEATRE,40.6,-78.8,Chris Columbus,FILM DIRECTOR
5800,241945,Montpellier,1940,Europe,FR,FRA,France,INSTITUTIONS,294861,Male,GOVERNMENT,43.6,3.9,Jean-Luc Dehaene,POLITICIAN
5801,890872,Manila,1929,Asia,PH,PHL,Philippines,INSTITUTIONS,294934,Female,GOVERNMENT,14.6,121.0,Imelda Marcos,POLITICIAN
5802,291534,Nanjing,1715,Asia,CN,CHN,China,HUMANITIES,295094,Male,LANGUAGE,32.1,118.8,Cao Xueqin,WRITER
5803,280694,Schwetzingen,1756,Europe,DE,DEU,Germany,INSTITUTIONS,295384,Male,GOVERNMENT,49.4,8.6,Maximilian I of Bavaria,POLITICIAN
5804,390070,Berlin,1714,Europe,DE,DEU,Germany,HUMANITIES,295569,Male,PHILOSOPHY,52.5,13.4,Alexander Gottlieb Baumgarten,PHILOSOPHER
5805,144622,Ongandjera,1929,Africa,,NAM,Namibia,INSTITUTIONS,295598,Male,GOVERNMENT,-17.9,15.1,Sam Nujoma,POLITICIAN
5806,454777,Bratislava,1778,Europe,SK,SVK,Slovakia,ARTS,295700,Male,MUSIC,48.1,17.1,Johann Nepomuk Hummel,COMPOSER
5807,1154024,Spokane,1962,North America,US,USA,United States,SPORTS,295717,Male,TEAM SPORTS,47.7,-117.4,John Stockton,BASKETBALL PLAYER
5808,220092,Narva,1916,Europe,EE,EST,Estonia,SPORTS,295845,Male,INDIVIDUAL SPORTS,59.4,28.2,Paul Keres,CHESSMASTER
5809,1403260,New York City,1933,North America,US,USA,United States,HUMANITIES,295860,Female,LANGUAGE,40.7,-74.0,Susan Sontag,WRITER
5810,1810399,Doha,1952,Asia,QA,QAT,Qatar,INSTITUTIONS,295929,Male,GOVERNMENT,25.3,51.5,Hamad bin Khalifa,POLITICIAN
5811,532931,Brooklyn,1933,North America,US,USA,United States,ARTS,295995,Male,FILM AND THEATRE,40.6,-74.0,Danny Aiello,ACTOR
5812,696751,Marseille,1777,Europe,FR,FRA,France,PUBLIC FIGURE,295998,Female,COMPANIONS,43.3,5.4,Désirée Clary,COMPANION
5813,7024018,Rochester,1972,North America,US,USA,United States,ARTS,296008,Female,FILM AND THEATRE,43.2,-77.6,Dita Von Teese,ACTOR
5815,385797,Ulyanovsk,1812,Europe,RU,RUS,Russia,HUMANITIES,296047,Male,LANGUAGE,54.3,48.4,Ivan Goncharov,WRITER
5816,152855,Poltava,1875,Europe,RU,RUS,Russia,INSTITUTIONS,296234,Male,GOVERNMENT,49.4,40.2,Anatoliy Vasilievich Lunacharsky,POLITICIAN
5817,10000551,Lewisham,1972,Europe,GB,GBR,United Kingdom,ARTS,296256,Male,FILM AND THEATRE,51.4,0.0,Jude Law,ACTOR
5818,834590,Courbevoie,1930,Europe,FR,FRA,France,INSTITUTIONS,296265,Male,GOVERNMENT,48.9,2.3,Michel Rocard,POLITICIAN
5819,1063888,Mexico City,1951,North America,MX,MEX,Mexico,INSTITUTIONS,296384,Male,GOVERNMENT,19.4,-99.1,Ernesto Zedillo,POLITICIAN
5820,4936403,"Mount Albert, New Zealand",1968,Oceania,NZ,NZL,New Zealand,ARTS,296388,Female,FILM AND THEATRE,-36.9,174.7,Lucy Lawless,ACTOR
5821,930352,Jombang Regency,1940,Asia,ID,IDN,Indonesia,INSTITUTIONS,296515,Male,GOVERNMENT,-7.5,112.2,Abdurrahman Wahid,POLITICIAN
5822,280391,Belfast,1943,Europe,GB,GBR,United Kingdom,PUBLIC FIGURE,296524,Female,ACTIVISM,54.6,-5.9,Betty Williams,SOCIAL ACTIVIST
5823,947702,Ancient Libya,256,Africa,LY,LBY,Libya,HUMANITIES,296534,Male,PHILOSOPHY,32.8,12.4,Arius,PHILOSOPHER
5824,457140,Shewa,1844,Africa,ET,ETH,Ethiopia,INSTITUTIONS,296604,Male,GOVERNMENT,8.5,39.3,Menelek II of Ethiopia,POLITICIAN
5825,285756,Florence,1453,Europe,IT,ITA,Italy,INSTITUTIONS,296863,Male,GOVERNMENT,43.8,11.2,Giuliano de' Medici,NOBLEMAN
5826,346668,Lipetsk,1857,Europe,RU,RUS,Russia,HUMANITIES,296935,Male,PHILOSOPHY,52.6,39.6,Georgi Plekhanov,PHILOSOPHER
5827,1626999,Ayabe,1305,Asia,JP,JPN,Japan,INSTITUTIONS,297001,Male,GOVERNMENT,35.3,135.3,Ashikaga Takauji,POLITICIAN
5828,496444,Kerala,476,Asia,IN,IND,India,SCIENCE & TECHNOLOGY,297204,Male,NATURAL SCIENCES,10.9,76.3,Aryabhata,ASTRONOMER
5829,360306,Rajasthan,598,Asia,IN,IND,India,SCIENCE & TECHNOLOGY,297206,Male,MATH,27.0,74.2,Brahmagupta,MATHEMATICIAN
5830,2031911,Qingpu District,1907,Asia,CN,CHN,China,INSTITUTIONS,297256,Male,GOVERNMENT,31.2,121.1,Lin Biao,POLITICIAN
5831,1290916,Łódź,1887,Europe,PL,POL,Poland,ARTS,297372,Male,MUSIC,51.8,19.5,Arthur Rubinstein,MUSICIAN
5832,1610828,Rio de Janeiro,1927,South America,BR,BRA,Brazil,ARTS,297412,Male,MUSIC,-22.9,-43.2,Antônio Carlos Jobim,MUSICIAN
5833,882192,Tymoszówka,1882,Europe,UA,UKR,Ukraine,ARTS,297703,Male,MUSIC,49.0,32.1,Karol Szymanowski,COMPOSER
5834,684467,Prague,1834,Europe,CZ,CZE,Czech Republic,HUMANITIES,297899,Male,LANGUAGE,50.1,14.4,Jan Neruda,WRITER
5835,1749562,Padron,1916,Europe,ES,ESP,Spain,HUMANITIES,297979,Male,LANGUAGE,42.7,-8.7,Camilo José Cela,WRITER
5836,543314,"Brand, Bavaria",1873,Europe,DE,DEU,Germany,ARTS,298396,Male,MUSIC,50.0,11.9,Max Reger,COMPOSER
5838,804152,Landshut,1934,Europe,DE,DEU,Germany,INSTITUTIONS,299310,Male,GOVERNMENT,48.5,12.1,Roman Herzog,POLITICIAN
5839,1339298,Solingen,1919,Europe,DE,DEU,Germany,INSTITUTIONS,299315,Male,GOVERNMENT,51.2,7.1,Walter Scheel,POLITICIAN
5840,954960,Sundern,1894,Europe,DE,DEU,Germany,INSTITUTIONS,299316,Male,GOVERNMENT,51.3,8.0,Heinrich Lübke,POLITICIAN
5841,1522651,Brackenheim,1884,Europe,DE,DEU,Germany,INSTITUTIONS,299317,Male,GOVERNMENT,49.1,9.1,Theodor Heuss,POLITICIAN
5842,1216563,Lupiac,1611,Europe,FR,FRA,France,INSTITUTIONS,299489,Male,MILITARY,43.7,0.2,D'Artagnan,MILITARY PERSONNEL
5843,989372,Ashford,1938,Europe,GB,GBR,United Kingdom,HUMANITIES,299541,Male,LANGUAGE,51.1,0.9,Frederick Forsyth,WRITER
5844,105633,Dover,1863,North America,US,USA,United States,SCIENCE & TECHNOLOGY,299672,Female,NATURAL SCIENCES,39.2,-75.5,Annie Jump Cannon,ASTRONOMER
5845,1315570,Moscow,1963,Europe,RU,RUS,Russia,BUSINESS & LAW,299696,Male,BUSINESS,55.8,37.6,Mikhail Khodorkovsky,BUSINESSPERSON
5846,5500389,Birmingham,1964,North America,US,USA,United States,ARTS,299717,Female,FILM AND THEATRE,33.5,-86.8,Courteney Cox,ACTOR
5847,4045577,Newton,1967,North America,US,USA,United States,ARTS,299734,Male,FILM AND THEATRE,42.3,-71.2,Matt LeBlanc,ACTOR
5848,513742,Herat,1571,Asia,AF,AFG,Afghanistan,INSTITUTIONS,299824,Male,GOVERNMENT,34.3,62.2,Abbas I of Persia,POLITICIAN
5849,535472,Empoli,1494,Europe,IT,ITA,Italy,ARTS,300050,Male,FINE ARTS,43.7,10.9,Pontormo,PAINTER
5850,246188,East Coker,1651,Europe,GB,GBR,United Kingdom,EXPLORATION,300068,Male,EXPLORERS,50.9,-2.7,William Dampier,EXPLORER
5851,284387,Karaganda,1951,Asia,KZ,KAZ,Kazakhstan,INSTITUTIONS,300200,Male,GOVERNMENT,49.8,73.2,Akhmad Kadyrov,POLITICIAN
5852,945926,Coventry,1963,Europe,GB,GBR,United Kingdom,ARTS,300268,Male,MUSIC,52.4,-1.5,Clint Mansell,COMPOSER
5853,155430,Constantinople,399,Asia,TR,TUR,Turkey,PUBLIC FIGURE,300459,Female,COMPANIONS,41.1,29.0,Pulcheria,COMPANION
5854,2342311,Novi Sad,1973,Europe,RS,SRB,Serbia,SPORTS,300468,Female,INDIVIDUAL SPORTS,45.2,19.9,Monica Seles,TENNIS PLAYER
5856,493872,Chicago,1934,North America,US,USA,United States,EXPLORATION,300531,Male,EXPLORERS,41.9,-87.6,Eugene Andrew Cernan,ASTRONAUT
5857,1040478,West Bromwich,1949,Europe,GB,GBR,United Kingdom,ARTS,300561,Male,MUSIC,52.5,-2.0,Phil Lynott,MUSICIAN
5858,217208,Fowey,1924,Europe,GB,GBR,United Kingdom,SCIENCE & TECHNOLOGY,300769,Male,NATURAL SCIENCES,50.3,-4.6,Antony Hewish,ASTRONOMER
5859,2377856,Breitenau,1890,Europe,DE,DEU,Germany,INSTITUTIONS,301069,Male,MILITARY,50.5,7.7,Friedrich Paulus,MILITARY PERSONNEL
5860,521627,Hope,1955,North America,US,USA,United States,INSTITUTIONS,301237,Male,GOVERNMENT,33.7,-93.6,Mike Huckabee,POLITICIAN
5861,3537753,Medellín,1932,South America,CO,COL,Colombia,ARTS,301370,Male,FINE ARTS,6.2,-75.6,Fernando Botero,ARTIST
5862,673395,Bucharest,1946,Europe,RO,ROU,Romania,SPORTS,301406,Male,INDIVIDUAL SPORTS,44.4,26.1,Ilie Năstase,TENNIS PLAYER
5863,564412,Tiruchuli,1879,Asia,IN,IND,India,HUMANITIES,301483,Male,PHILOSOPHY,9.5,78.2,Ramana Maharshi,PHILOSOPHER
5864,684555,Titel,1875,Europe,RS,SRB,Serbia,PUBLIC FIGURE,301515,Female,COMPANIONS,45.2,20.3,Mileva Marić,COMPANION
5865,1649785,Weissach,1922,Europe,DE,DEU,Germany,INSTITUTIONS,301590,Male,MILITARY,48.8,8.9,Erich Hartmann,MILITARY PERSONNEL
5866,4934307,London,1966,Europe,GB,GBR,United Kingdom,ARTS,301731,Male,FILM AND THEATRE,51.5,-0.1,Kiefer Sutherland,ACTOR
5867,214459,Paris,1850,Europe,FR,FRA,France,SCIENCE & TECHNOLOGY,301758,Male,NATURAL SCIENCES,48.9,2.4,Charles Robert Richet,BIOLOGIST
5868,9332580,Atlanta,1953,North America,US,USA,United States,SPORTS,301775,Male,INDIVIDUAL SPORTS,33.7,-84.4,Hulk Hogan,WRESTLER
5869,98749,Essen,1885,Europe,DE,DEU,Germany,INSTITUTIONS,301829,Male,MILITARY,51.5,7.0,Ernst Busch,MILITARY PERSONNEL
5870,1668870,Riyadh,1921,Asia,SA,SAU,Saudi Arabia,INSTITUTIONS,301839,Male,GOVERNMENT,24.7,46.7,Fahd of Saudi Arabia,POLITICIAN
5871,1244218,Brooklyn,1933,North America,US,USA,United States,PUBLIC FIGURE,301864,Male,MEDIA PERSONALITY,40.6,-74.0,Larry King,PRESENTER
5872,5918542,Brooklyn,1908,North America,US,USA,United States,SCIENCE & TECHNOLOGY,301882,Male,SOCIAL SCIENCES,40.6,-74.0,Abraham Maslow,PSYCHOLOGIST
5873,1234704,Lyon,1912,Europe,FR,FRA,France,PUBLIC FIGURE,302102,Male,ACTIVISM,45.8,4.8,Abbé Pierre,SOCIAL ACTIVIST
5874,1704396,Indore,1965,Asia,IN,IND,India,ARTS,302167,Male,FILM AND THEATRE,22.7,75.9,Salman Khan,ACTOR
5875,551063,Mactan Island,1491,Asia,PH,PHL,Philippines,INSTITUTIONS,302170,Male,GOVERNMENT,10.3,124.0,Lapu-Lapu,POLITICIAN
5876,414628,Prague,1781,Europe,CZ,CZE,Czech Republic,HUMANITIES,302185,Male,PHILOSOPHY,50.1,14.4,Bernard Bolzano,PHILOSOPHER
5877,1874229,Los Angeles,1969,North America,US,USA,United States,ARTS,302509,Female,FILM AND THEATRE,34.1,-118.2,Laurie Holden,ACTOR
5878,1732732,Croix-des-Bouquets,1969,North America,HT,HTI,Haiti,ARTS,302511,Male,MUSIC,18.6,-72.2,Wyclef Jean,SINGER
5879,2340212,Ostrava,1960,Europe,CZ,CZE,Czech Republic,SPORTS,302577,Male,INDIVIDUAL SPORTS,49.8,18.3,Ivan Lendl,TENNIS PLAYER
5880,11760218,Sydney,1968,Oceania,AU,AUS,Australia,ARTS,302695,Male,FILM AND THEATRE,-33.9,151.2,Hugh Jackman,ACTOR
